ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	score
ILMN_2709270	0.438217	0.138	-1.566841	-5.29657	-0.06113014	Iffo1	intermediate filament family orphan 1	-0.0525793118652203
ILMN_2680903	0.13234	0.0192	-2.624035	-3.54311	-0.11280161	Iffo2	intermediate filament family orphan 2	-0.193646385287261
ILMN_2608350	0.551875	0.216	1.291288	-5.65611	0.02729235	Ifi202b	interferon activated gene 202B	0.0181643211647759
ILMN_3085992	0.749017	0.427	0.817384	-6.13841	0.02790673	Ifi202b	interferon activated gene 202B	0.0103135495072029
ILMN_3014753	0.915123	0.747	-0.328881	-6.42272	-0.01479493	Ifi202b	interferon activated gene 202B	-0.0018742128285833
ILMN_3010089	0.964454	0.886	-0.145584	-6.46785	-0.00412535	Ifi204	interferon activated gene 204	-0.000216854295413255
ILMN_2680076	0.8722	0.643	0.472557	-6.36338	0.02110957	Ifi205	interferon activated gene 205	0.00404858389228803
ILMN_1245200	0.930192	0.789	-0.273044	-6.44013	-0.00838032	Ifi205	interferon activated gene 205	-0.000862527648464031
ILMN_2681232	0.756863	0.439	0.795855	-6.15573	0.0904285	Ifi27	interferon, alpha-inducible protein 27	0.0323313971312853
ILMN_3125606	0.899629	0.708	0.38222	-6.40312	0.0457508	Ifi27	interferon, alpha-inducible protein 27	0.00686109843408692
ILMN_2762944	0.285989	0.0652	1.990318	-4.65329	0.1635217	Ifi27l2a	interferon, alpha-inducible protein 27 like 2A	0.193896248925004
ILMN_1232995	0.622062	0.28	-1.120801	-5.85087	-0.02658355	Ifi27l2b	interferon, alpha-inducible protein 27 like 2B	-0.0146965021159125
ILMN_1228213	0.862446	0.621	0.504322	-6.34746	0.03478237	Ifi30	interferon gamma inducible protein 30	0.00719676451876612
ILMN_2767918	0.99888	0.995	0.006183	-6.47886	0.00023438	Ifi30	interferon gamma inducible protein 30	5.10226334816868E-07
ILMN_2625290	0.70091	0.366	-0.932234	-6.03892	-0.06033316	Ifi35	interferon-induced protein 35	-0.0263365655179254
ILMN_2670987	0.614732	0.273	1.138494	-5.83172	0.03561735	Ifi44	interferon-induced protein 44	0.0200823923434229
ILMN_2680136	0.971645	0.911	0.114105	-6.4721	0.00441086	Ifi44	interferon-induced protein 44	0.000178558771744881
ILMN_2645225	0.555639	0.219	-1.282749	-5.66639	-0.03699664	Ifi44l	interferon-induced protein 44 like	-0.0244013516431415
ILMN_2652857	0.69073	0.354	0.95616	-6.01674	0.04183722	Ifi47	interferon gamma inducible protein 47	0.0188684497459095
ILMN_2648913	0.678001	0.338	-0.989653	-5.98484	-0.03305777	Ifih1	interferon induced with helicase C domain 1	-0.0155729633730624
ILMN_2774340	0.943732	0.83	0.219072	-6.45391	0.00674521	Ifit1	interferon-induced protein with tetratricopeptide repeats 1	0.000545835260523983
ILMN_2981167	0.877609	0.656	-0.4539	-6.37225	-0.02549911	Ifit2	interferon-induced protein with tetratricopeptide repeats 2	-0.00466878914033771
ILMN_2981169	0.960615	0.877	0.15758	-6.46595	0.00756625	Ifit2	interferon-induced protein with tetratricopeptide repeats 2	0.000431279326694196
ILMN_2944666	0.569633	0.231	-1.25006	-5.70526	-0.24641173	Ifit3	interferon-induced protein with tetratricopeptide repeats 3	-0.156813472986052
ILMN_1230458	0.602912	0.262	-1.1648	-5.80278	-0.07337873	Ifit3	interferon-induced protein with tetratricopeptide repeats 3	-0.0426843124855971
ILMN_1246194	0.872464	0.645	-0.470586	-6.36433	-0.02664348	Ifit3	interferon-induced protein with tetratricopeptide repeats 3	-0.00507399193430954
ILMN_2814484	0.416241	0.125	1.62606	-5.21274	0.05612801	Ifitm1	interferon induced transmembrane protein 1	0.0506886438207837
ILMN_2640765	0.789967	0.487	0.712483	-6.21881	0.02686119	Ifitm1	interferon induced transmembrane protein 1	0.00839334394231108
ILMN_1245129	0.894033	0.694	0.401551	-6.3953	0.01028616	Ifitm1	interferon induced transmembrane protein 1	0.00163180186938609
ILMN_2588346	0.320201	0.0789	1.886495	-4.81986	0.04563687	Ifitm10	interferon induced transmembrane protein 10	0.0503339534245421
ILMN_1232667	0.804059	0.513	0.669825	-6.24856	0.10733056	Ifitm2	interferon induced transmembrane protein 2	0.0311132655368243
ILMN_2658501	0.938198	0.809	0.245865	-6.44744	0.05467436	Ifitm3	interferon induced transmembrane protein 3	0.00503285566790284
ILMN_1245864	0.933859	0.798	0.260391	-6.44363	0.01074035	Ifitm5	interferon induced transmembrane protein 5	0.00105252324588119
ILMN_1218181	0.840419	0.58	-0.56544	-6.31404	-0.01842546	Ifitm6	interferon induced transmembrane protein 6	-0.00435894804172584
ILMN_2858639	0.657142	0.316	1.036906	-5.93822	0.04328728	Ifna1	interferon alpha 1	0.021657185342314
ILMN_2769241	0.540672	0.208	-1.315699	-5.62641	-0.03804423	Ifna11	interferon alpha 11	-0.0259437553301097
ILMN_1236929	0.726586	0.397	-0.872957	-6.09174	-0.02359469	Ifna12	interferon alpha 12	-0.0094664136179814
ILMN_2641897	0.849309	0.597	0.540554	-6.32809	0.01329979	Ifna13	interferon alpha 13	0.00297949435058893
ILMN_2687005	0.950518	0.847	0.195737	-6.45894	0.00613214	Ifna14	interferon alpha 14	0.000442229024174659
ILMN_2655985	0.065431	0.00684	3.135952	-2.56971	0.06955037	Ifna15	interferon alpha 15	0.0823626917156984
ILMN_2742656	0.932219	0.794	0.265602	-6.4422	0.01002884	Ifna16	interferon alpha 16	0.00100468415243904
ILMN_2627956	0.913507	0.743	0.333449	-6.42115	0.01311402	Ifna2	interferon alpha 2	0.00169185527656754
ILMN_2738901	0.283676	0.0644	1.997324	-4.64187	0.08031093	Ifna4	interferon alpha 4	0.0956594837284769
ILMN_1220596	0.542694	0.21	-1.311453	-5.63161	-0.04943924	Ifna5	interferon alpha 5	-0.033508962955019
ILMN_2845312	0.536506	0.205	1.325442	-5.61444	0.06402408	Ifna6	interferon alpha 6	0.0440643258594575
ILMN_1242716	0.796211	0.499	0.693593	-6.2322	0.02101086	Ifna6	interferon alpha 6	0.00634316716998334
ILMN_2658633	0.804447	0.514	-0.668655	-6.24936	-0.01894395	Ifna7	interferon alpha 7	-0.00547550022190945
ILMN_2750971	0.986919	0.956	0.056543	-6.47722	0.00155111	Ifna9	interferon alpha 9	3.03119587116184E-05
ILMN_2770778	0.846042	0.591	0.549574	-6.32307	0.01639008	Ifnab	interferon alpha B	0.00374369946135775
ILMN_1222758	0.77567	0.466	0.748014	-6.19272	0.01915327	Ifnar1	interferon (alpha and beta) receptor 1	0.00635149407343892
ILMN_2971514	0.875902	0.653	0.458592	-6.37005	0.01448837	Ifnar2	interferon (alpha and beta) receptor 2	0.00268160631180966
ILMN_1225311	0.881275	0.665	0.442283	-6.37761	0.0112348	Ifnar2	interferon (alpha and beta) receptor 2	0.00199056337934868
ILMN_2598703	0.981869	0.939	0.078026	-6.47571	0.00340126	Ifnar2	interferon (alpha and beta) receptor 2	9.29714276489677E-05
ILMN_2711910	0.859432	0.616	-0.512161	-6.34338	-0.01463621	Ifnb1	interferon beta 1, fibroblast	-0.00307974088481191
ILMN_1255754	0.882004	0.666	-0.440681	-6.37833	-0.01236752	Ifne	interferon epsilon	-0.00218318600125172
ILMN_2791459	0.111039	0.015	2.749043	-3.30986	0.09272447	Ifng	interferon gamma	0.0885077744756792
ILMN_2685712	0.176675	0.03	2.398505	-3.95381	0.04670424	Ifng	interferon gamma	0.0711248944104718
ILMN_2651575	0.067336	0.00712	3.116172	-2.60806	0.10067666	Ifngr1	interferon gamma receptor 1	0.117968146755611
ILMN_2784272	0.247717	0.0516	2.115491	-4.44585	0.13513429	Ifngr2	interferon gamma receptor 2	0.173965168551895
ILMN_2592709	0.312289	0.0758	-1.908247	-4.7854	-0.08500833	Ifngr2	interferon gamma receptor 2	-0.0952374498767925
ILMN_1258300	0.531128	0.201	-1.339262	-5.59733	-0.05733013	Ifngr2	interferon gamma receptor 2	-0.0399478606125959
ILMN_2636143	0.60287	0.262	1.165244	-5.80229	0.03096546	Ifnk	interferon kappa	0.0180125680956901
ILMN_2632571	0.580393	0.24	1.222504	-5.73739	0.03931119	Ifnlr1	interferon lambda receptor 1	0.0243646336369391
ILMN_3009880	0.690924	0.355	0.955538	-6.01732	0.0247659	Ifnlr1	interferon lambda receptor 1	0.0111389996310728
ILMN_2653328	0.838028	0.574	0.575328	-6.30829	0.01710068	Ifnlr1	interferon lambda receptor 1	0.00412277057990782
ILMN_3093840	0.228215	0.0452	2.185317	-4.32724	0.07090177	Ifnz	interferon zeta	0.0953530653768434
ILMN_3021483	0.693386	0.358	-0.949341	-6.02311	-0.03336976	Ifnz	interferon zeta	-0.0148868163328203
ILMN_1214353	0.620166	0.278	-1.125047	-5.8463	-0.03536655	Ifrd1	interferon-related developmental regulator 1	-0.0196622175229236
ILMN_2736762	0.874068	0.648	-0.465569	-6.36674	-0.03126602	Ifrd2	interferon-related developmental regulator 2	-0.00589129963494991
ILMN_2429970	0.591741	0.251	-1.193529	-5.77055	-0.08390868	Ift122	intraflagellar transport 122	-0.0503725855998384
ILMN_3060168	0.062576	0.00639	-3.169485	-2.50459	-0.12028573	Ift140	intraflagellar transport 140	-0.144774966566737
ILMN_3137478	0.794699	0.496	-0.697658	-6.22934	-0.02455073	Ift140	intraflagellar transport 140	-0.00747614714054182
ILMN_2611450	0.003956	0.000077	-5.388354	1.76873	-0.31154529	Ift172	intraflagellar transport 172	-0.748563488131765
ILMN_2829646	0.010056	0.000392	-4.546608	0.189	-0.1511615	Ift172	intraflagellar transport 172	-0.301956393353391
ILMN_2623451	0.260142	0.0558	-2.074618	-4.51434	-0.07556174	Ift172	intraflagellar transport 172	-0.0947065007847704
ILMN_2592093	0.007811	0.000261	4.752565	0.58316	0.52286956	Ift20	intraflagellar transport 20	1.10183955308147
ILMN_2847618	0.008031	0.000275	4.726579	0.53367	0.41295275	Ift20	intraflagellar transport 20	0.8652311448654
ILMN_2671767	0.971443	0.909	0.116258	-6.47184	0.00456425	Ift20	intraflagellar transport 20	0.000189124796004135
ILMN_2637398	0.577617	0.238	1.229887	-5.72884	0.06673795	Ift22	intraflagellar transport 22	0.0416059758688104
ILMN_1215009	0.652128	0.311	1.047935	-5.92707	0.08847421	Ift27	intraflagellar transport 27	0.0448776238615579
ILMN_2679711	0.840579	0.581	0.564292	-6.3147	0.05470284	Ift27	intraflagellar transport 27	0.0129002352980329
ILMN_1236344	0.162676	0.0264	2.463672	-3.83663	0.1786177	Ift43	intraflagellar transport 43	0.281929476271543
ILMN_2667894	0.96021	0.875	0.159903	-6.46557	0.005566	Ift46	intraflagellar transport 46	0.000322783176877804
ILMN_2788283	0.031113	0.00226	3.677523	-1.50875	0.14061911	Ift52	intraflagellar transport 52	0.21192117028967
ILMN_1242148	0.224104	0.0439	2.201505	-4.29947	0.071969	Ift57	intraflagellar transport 57	0.0977004709426948
ILMN_2646089	0.736902	0.411	0.846481	-6.11432	0.02937928	Ift57	intraflagellar transport 57	0.0113450492393928
ILMN_2796440	0.897261	0.702	0.389969	-6.40003	0.01083919	Ift57	intraflagellar transport 57	0.00166558123757374
ILMN_2665841	0.944415	0.831	0.217113	-6.45435	0.00735158	Ift57	intraflagellar transport 57	0.000591059505569205
ILMN_2647044	0.586168	0.246	1.207571	-5.75456	0.03514737	Ift74	intraflagellar transport 74	0.0214070291446479
ILMN_1226497	0.23982	0.0489	-2.144362	-4.39705	-0.06622244	Ift80	intraflagellar transport 80	-0.0867971654352176
ILMN_2634702	0.050651	0.00469	-3.320475	-2.21012	-0.17156588	Ift81	intraflagellar transport 81	-0.222248495619179
ILMN_2993804	0.237848	0.0483	-2.151155	-4.38552	-0.08523178	Ift81	intraflagellar transport 81	-0.112169528620156
ILMN_2735422	0.479975	0.163	-1.465824	-5.43439	-0.0952878	Ift81	intraflagellar transport 81	-0.0750689099890766
ILMN_2949869	0.725498	0.395	0.876193	-6.08893	0.02644455	Ift88	intraflagellar transport 88	0.0106678082748513
ILMN_2652384	0.05282	0.00498	3.291015	-2.26772	0.22996275	Igbp1	immunoglobulin (CD79A) binding protein 1	0.293708792959975
ILMN_2773598	0.759212	0.442	-0.789817	-6.16052	-0.02857965	Igbp1b	immunoglobulin (CD79A) binding protein 1b	-0.0101337074397972
ILMN_2703079	0.71247	0.379	-0.906087	-6.0626	-0.03636643	Igdcc3	immunoglobulin superfamily, DCC subclass, member 3	-0.0153233876754408
ILMN_2697499	0.707643	0.373	0.917585	-6.05226	0.06478662	Igdcc4	immunoglobulin superfamily, DCC subclass, member 4	0.0277475371629666
ILMN_1225565	0.283672	0.0644	1.997424	-4.64171	0.09535	Igf1	insulin-like growth factor 1	0.113572732547242
ILMN_1239663	0.432129	0.134	-1.582685	-5.27435	-0.0478353	Igf1r	insulin-like growth factor I receptor	-0.0417552038387799
ILMN_2597769	0.155586	0.0247	-2.498175	-3.77407	-0.60354697	Igf2	insulin-like growth factor 2	-0.970082883731897
ILMN_3006804	0.617672	0.276	1.131134	-5.83972	0.04456307	Igf2bp1	insulin-like growth factor 2 mRNA binding protein 1	0.024914807712292
ILMN_2974720	0.690924	0.355	0.955394	-6.01745	0.09681933	Igf2bp2	insulin-like growth factor 2 mRNA binding protein 2	0.0435465895102023
ILMN_1226175	0.855829	0.608	0.524697	-6.33673	0.01607277	Igf2bp3	insulin-like growth factor 2 mRNA binding protein 3	0.00347326806817256
ILMN_1218913	0.920331	0.76	-0.311379	-6.42852	-0.00917744	Igf2bp3	insulin-like growth factor 2 mRNA binding protein 3	-0.00109382610565857
ILMN_2931095	0.091725	0.0112	-2.89476	-3.03392	-0.10029083	Igf2r	insulin-like growth factor 2 receptor	-0.104052967653469
ILMN_2931096	0.103975	0.0135	-2.801648	-3.21071	-0.09416476	Igf2r	insulin-like growth factor 2 receptor	-0.0925706514601766
ILMN_1222609	0.631716	0.291	-1.094886	-5.87847	-0.04355785	Igfals	insulin-like growth factor binding protein, acid labile subunit	-0.0233516687697002
ILMN_1230739	0.965673	0.892	0.13867	-6.46887	0.00463767	Igfbp1	insulin-like growth factor binding protein 1	0.000230191425805485
ILMN_1236788	0.174061	0.0293	-2.410739	-3.93191	-0.56209794	Igfbp2	insulin-like growth factor binding protein 2	-0.861770552346253
ILMN_2930897	0.660946	0.32	-1.028942	-5.94621	-0.22625497	Igfbp2	insulin-like growth factor binding protein 2	-0.111962276809729
ILMN_2727503	0.095205	0.0118	-2.867253	-3.0863	-0.14039404	Igfbp3	insulin-like growth factor binding protein 3	-0.143390082877457
ILMN_2694955	0.091657	0.0112	-2.895282	-3.03292	-0.24484633	Igfbp4	insulin-like growth factor binding protein 4	-0.254109934593384
ILMN_1258988	0.188785	0.0332	-2.346713	-4.04598	-0.23759288	Igfbp4	insulin-like growth factor binding protein 4	-0.351367061815077
ILMN_2964324	0.51887	0.191	1.369855	-5.55898	0.30801913	Igfbp5	insulin-like growth factor binding protein 5	0.221455476719384
ILMN_2689790	0.17844	0.0304	2.391414	-3.96648	0.38606114	Igfbp6	insulin-like growth factor binding protein 6	0.585703553836119
ILMN_2764588	0.819225	0.537	0.631653	-6.27373	0.15301466	Igfbp7	insulin-like growth factor binding protein 7	0.0413178928649396
ILMN_2634286	0.896626	0.699	0.394857	-6.39805	0.01187242	Igfbp7	insulin-like growth factor binding protein 7	0.00184643228913346
ILMN_2828112	0.756863	0.438	0.797088	-6.15475	0.05717265	Igfbpl1	insulin-like growth factor binding protein-like 1	0.0204978751960878
ILMN_1242115	0.89065	0.685	0.413271	-6.39038	0.01267128	Igfl3	IGF-like family member 3	0.00208201077525946
ILMN_2861641	0.945119	0.833	-0.214252	-6.455	-0.00554961	Igfl3	IGF-like family member 3	-0.000440389293742878
ILMN_1244377	0.5295	0.199	1.343332	-5.59227	0.03095516	Igflr1	IGF-like family receptor 1	0.0217041152032453
ILMN_2860419	0.793886	0.495	0.699125	-6.22831	0.02324046	Ighmbp2	immunoglobulin mu binding protein 2	0.00709751565839235
ILMN_2692657	0.858629	0.614	-0.514882	-6.34195	-0.01523758	Ighmbp2	immunoglobulin mu binding protein 2	-0.00322780139126677
ILMN_2660505	0.030717	0.0022	-3.689963	-1.48426	-0.51155582	Igsf1	immunoglobulin superfamily, member 1	-0.773790179482773
ILMN_1258853	0.04351	0.00373	-3.433391	-1.98884	-0.53815144	Igsf1	immunoglobulin superfamily, member 1	-0.732645245257744
ILMN_1216133	0.501702	0.179	-1.410842	-5.50655	-0.05377569	Igsf1	immunoglobulin superfamily, member 1	-0.0401783437904649
ILMN_2759192	0.857641	0.612	-0.517628	-6.3405	-0.01850244	Igsf1	immunoglobulin superfamily, member 1	-0.00394561901683708
ILMN_1248796	0.607752	0.267	-1.153548	-5.81522	-0.12065179	Igsf11	immunoglobulin superfamily, member 11	-0.0691924428612061
ILMN_2965399	0.623539	0.282	-1.116725	-5.85525	-0.37630383	Igsf11	immunoglobulin superfamily, member 11	-0.20687336608534
ILMN_1237582	0.942583	0.825	0.2255	-6.45243	0.00841273	Igsf11	immunoglobulin superfamily, member 11	0.000702850373415589
ILMN_1235388	0.964832	0.888	-0.143616	-6.46814	-0.01230005	Igsf21	immunoglobulin superfamily, member 21	-0.000634523100274919
ILMN_1229553	0.977759	0.928	-0.092499	-6.47443	-0.0108724	Igsf3	immunoglobulin superfamily, member 3	-0.000352831383358044
ILMN_1235512	0.444542	0.142	1.549925	-5.32011	0.04728318	Igsf5	immunoglobulin superfamily, member 5	0.040082502800634
ILMN_2919999	0.998057	0.991	0.011324	-6.47882	0.00042535	Igsf5	immunoglobulin superfamily, member 5	1.67007106468814E-06
ILMN_2715673	0.898501	0.705	-0.385741	-6.40172	-0.01374509	Igsf6	immunoglobulin superfamily, member 6	-0.0020866542499327
ILMN_2699160	0.402849	0.118	-1.660939	-5.16236	-0.06969722	Igsf8	immunoglobulin superfamily, member 8	-0.0646872439227434
ILMN_2804166	0.70591	0.372	0.920161	-6.04993	0.04900092	Igsf9	immunoglobulin superfamily, member 9	0.0210437910462823
ILMN_2593554	0.904521	0.721	-0.364634	-6.4099	-0.04251208	Igtp	interferon gamma induced GTPase	-0.00603946739142646
ILMN_2699737	0.980443	0.933	-0.085527	-6.47507	-0.00315844	Ihh	Indian hedgehog	-9.51270211253046E-05
ILMN_2612776	0.699961	0.365	-0.934741	-6.03662	-0.04495131	Iigp1	interferon inducible GTPase 1	-0.019675509139029
ILMN_1229996	0.989492	0.965	-0.044319	-6.47786	-0.00128094	Iigp1	interferon inducible GTPase 1	-1.98195832454024E-05
ILMN_2783223	0.756863	0.438	-0.797013	-6.15481	-0.02570563	Iigp1b	interferon inducible GTPase 1B	-0.0092161338608025
ILMN_2707298	0.008654	0.000305	-4.6726	0.43064	-0.36359178	Ik	IK cytokine	-0.750010982405163
ILMN_2621909	0.011579	0.00049	4.433468	-0.02928	0.32194296	Ikbip	IKBKB interacting protein	0.623387472431225
ILMN_1255564	0.802915	0.51	0.674881	-6.24513	0.01770525	Ikbip	IKBKB interacting protein	0.00517754313964201
ILMN_1253294	0.207026	0.0385	-2.270086	-4.18069	-0.09712252	Ikbkap	inhibitor of kappa light polypeptide enhancer in B cells, kinase complex-associated protein	-0.137383618589096
ILMN_2589556	0.245584	0.0509	2.123292	-4.4327	0.06055197	Ikbkb	inhibitor of kappaB kinase beta	0.0783107860454781
ILMN_3161543	0.95151	0.85	0.192605	-6.45957	0.00791448	Ikbke	inhibitor of kappaB kinase epsilon	0.000558612500812745
ILMN_2598585	0.487669	0.169	-1.445469	-5.46135	-0.06774497	Ikbkg	inhibitor of kappaB kinase gamma	-0.0523067920325478
ILMN_2630423	0.617385	0.275	1.132182	-5.83858	0.05772289	Ikbkg	inhibitor of kappaB kinase gamma	0.0323633372406321
ILMN_2698097	0.85322	0.603	0.531306	-6.33316	0.0214639	Ikbkg	inhibitor of kappaB kinase gamma	0.00471524724395501
ILMN_3051466	0.366621	0.0992	1.758238	-5.01806	0.0614438	Ikzf1	IKAROS family zinc finger 1	0.0616581361184931
ILMN_3127790	0.942583	0.825	-0.225145	-6.45251	-0.00711972	Ikzf1	IKAROS family zinc finger 1	-0.000594824493430128
ILMN_1217123	0.235137	0.0474	-2.160603	-4.36945	-0.07344183	Ikzf2	IKAROS family zinc finger 2	-0.0972532619130899
ILMN_1228038	0.762281	0.447	-0.781451	-6.16709	-0.02251594	Ikzf4	IKAROS family zinc finger 4	-0.00787365482761271
ILMN_1258647	0.942657	0.827	0.222525	-6.45312	0.00592518	Ikzf4	IKAROS family zinc finger 4	0.000488794704909442
ILMN_2963412	0.904476	0.72	0.364766	-6.40985	0.01198515	Ikzf5	IKAROS family zinc finger 5	0.00170989143039678
ILMN_1215504	0.968482	0.901	0.126606	-6.47053	0.0030303	Ikzf5	IKAROS family zinc finger 5	0.000137197465896145
ILMN_1238505	0.932904	0.795	0.263907	-6.44267	0.01197538	Il10	interleukin 10	0.00119314149482988
ILMN_1219946	0.491987	0.172	1.434823	-5.47533	0.05840794	Il10ra	interleukin 10 receptor, alpha	0.0446512086047307
ILMN_1250260	0.656154	0.315	1.039549	-5.93556	0.03494428	Il10rb	interleukin 10 receptor, beta	0.0175311764814211
ILMN_1243862	0.531507	0.201	1.337911	-5.59901	0.13724732	Il11	interleukin 11	0.0956344736844718
ILMN_1229957	0.038041	0.00307	3.528571	-1.80185	0.36405238	Il11ra1	interleukin 11 receptor, alpha chain 1	0.516862665740645
ILMN_2706462	0.734077	0.406	-0.855124	-6.10702	-0.03214907	Il12a	interleukin 12a	-0.0125855239497044
ILMN_1227900	0.696029	0.361	-0.943427	-6.02861	-0.02513531	Il12rb1	interleukin 12 receptor, beta 1	-0.0111221936528687
ILMN_2799452	0.762148	0.447	-0.78182	-6.1668	-0.02785526	Il12rb1	interleukin 12 receptor, beta 1	-0.00974077486320389
ILMN_1219641	0.977173	0.926	-0.094394	-6.47424	-0.00296557	Il12rb2	interleukin 12 receptor, beta 2	-9.90174562256559E-05
ILMN_2927131	0.920095	0.759	0.311901	-6.42835	0.00955469	Il13	interleukin 13	0.00114425270626921
ILMN_2668696	0.147839	0.0228	2.537924	-3.70158	0.32920758	Il13ra1	interleukin 13 receptor, alpha 1	0.54058029522131
ILMN_1246284	0.723112	0.392	0.88236	-6.08357	0.03389567	Il13ra2	interleukin 13 receptor, alpha 2	0.0137858412566767
ILMN_2938704	0.224639	0.0441	2.199055	-4.30368	0.06812955	Il15	interleukin 15	0.0923537888969214
ILMN_2610234	0.597823	0.257	1.177471	-5.78864	0.04179976	Il15	interleukin 15	0.0246646538287015
ILMN_1219869	0.976126	0.922	0.0991	-6.47377	0.00327876	Il15	interleukin 15	0.000115638845286202
ILMN_1249759	0.61122	0.27	1.145401	-5.82417	0.04328865	Il15ra	interleukin 15 receptor, alpha chain	0.0246154949906391
ILMN_1220603	0.671159	0.33	1.006268	-5.96866	0.03366321	Il15ra	interleukin 15 receptor, alpha chain	0.0162083663539633
ILMN_1236536	0.725998	0.395	0.874922	-6.09004	0.03108406	Il15ra	interleukin 15 receptor, alpha chain	0.0125394000837214
ILMN_1227502	0.987552	0.959	-0.052481	-6.47745	-0.00177904	Il15ra	interleukin 15 receptor, alpha chain	-3.23454250991027E-05
ILMN_2671738	0.192805	0.0344	-2.328691	-4.07785	-0.09656656	Il16	interleukin 16	-0.14131951696191
ILMN_1220595	0.906311	0.726	-0.356536	-6.41292	-0.01047129	Il17a	interleukin 17A	-0.00145617297302932
ILMN_1252489	0.714666	0.381	0.901995	-6.06625	0.02855855	Il17b	interleukin 17B	0.011968175035919
ILMN_2708607	0.980281	0.933	0.085921	-6.47504	0.00265601	Il17c	interleukin 17C	7.99946553928586E-05
ILMN_2792502	0.468188	0.156	-1.493469	-5.39734	-0.10429995	Il17d	interleukin 17D	-0.0841570640478596
ILMN_2691606	0.571544	0.233	-1.244565	-5.71171	-0.0524071	Il17d	interleukin 17D	-0.0331550415111973
ILMN_2741201	0.842624	0.585	0.557523	-6.31858	0.01652528	Il17f	interleukin 17F	0.00384781450934947
ILMN_2655024	0.909015	0.732	0.348284	-6.41592	0.01428035	Il17ra	interleukin 17 receptor A	0.00193482918360779
ILMN_2770260	0.988987	0.963	0.0468	-6.47774	0.00169038	Il17rb	interleukin 17 receptor B	2.76777967704294E-05
ILMN_2785350	0.853044	0.603	0.531739	-6.33293	0.03395101	Il17rc	interleukin 17 receptor C	0.0074584491323566
ILMN_2785353	0.885994	0.674	0.429659	-6.38327	0.01689784	Il17rc	interleukin 17 receptor C	0.00289527765392961
ILMN_2695344	0.924311	0.772	0.294963	-6.43367	0.00914127	Il17rc	interleukin 17 receptor C	0.00102732060095995
ILMN_1218196	0.278265	0.0622	-2.016221	-4.61094	-0.08069016	Il17rd	interleukin 17 receptor D	-0.0973292468528363
ILMN_2634933	0.274239	0.0606	-2.029689	-4.5888	-0.07734574	Il17re	interleukin 17 receptor E	-0.0941705558541167
ILMN_3162860	0.597399	0.257	-1.179871	-5.78595	-0.03787778	Il17re	interleukin 17 receptor E	-0.0223504233397444
ILMN_3163006	0.886055	0.674	-0.428993	-6.38356	-0.01443344	Il17re	interleukin 17 receptor E	-0.00247302710295125
ILMN_2748592	0.939727	0.814	-0.239232	-6.44911	-0.00675878	Il17re	interleukin 17 receptor E	-0.000604069984722965
ILMN_1236517	0.190442	0.0336	2.340497	-4.05699	0.14615763	Il18	interleukin 18	0.215386758640788
ILMN_2477962	0.170116	0.0281	2.43178	-3.89414	0.08461985	Il18bp	interleukin 18 binding protein	0.13127023851558
ILMN_1218525	0.807291	0.518	0.661342	-6.25428	0.02407887	Il18r1	interleukin 18 receptor 1	0.0068786165779633
ILMN_1221620	0.976689	0.924	-0.096422	-6.47404	-0.00217219	Il18rap	interleukin 18 receptor accessory protein	-7.45670008353964E-05
ILMN_2679276	0.614661	0.273	1.138691	-5.8315	0.03067112	Il19	interleukin 19	0.0172935231130953
ILMN_1227018	0.860308	0.617	-0.510294	-6.34436	-0.02047129	Il1a	interleukin 1 alpha	-0.00429313322437794
ILMN_2777498	0.514736	0.188	1.379682	-5.54651	0.06358198	Il1b	interleukin 1 beta	0.0461504811112737
ILMN_2776687	0.918798	0.756	-0.316489	-6.42686	-0.01062713	Il1f10	interleukin 1 family, member 10	-0.00129096467137526
ILMN_2734863	0.731313	0.403	0.861399	-6.10167	0.02456523	Il1f5	interleukin 1 family, member 5 (delta)	0.00969577232138303
ILMN_1251134	0.915835	0.749	-0.325885	-6.42373	-0.00819671	Il1f6	interleukin 1 family, member 6	-0.00102883614004461
ILMN_2658704	0.993423	0.975	0.031713	-6.47836	0.00094229	Il1f9	interleukin 1 family, member 9	1.03608406734258E-05
ILMN_2711615	0.761441	0.445	-0.784168	-6.16496	-0.02608403	Il1r1	interleukin 1 receptor, type I	-0.00917218802277305
ILMN_1231125	0.904351	0.72	-0.365119	-6.40972	-0.00806857	Il1r1	interleukin 1 receptor, type I	-0.00115112273926956
ILMN_2611000	0.508837	0.184	1.393558	-5.5288	0.07268482	Il1r2	interleukin 1 receptor, type II	0.05343658420176
ILMN_1233678	0.522433	0.194	1.360876	-5.5703	0.04319598	Il1rap	interleukin 1 receptor accessory protein	0.0307641022299686
ILMN_2740465	0.834284	0.565	0.587919	-6.30083	0.0397835	Il1rap	interleukin 1 receptor accessory protein	0.00986438057617537
ILMN_1226650	0.899149	0.707	-0.383746	-6.40252	-0.00964405	Il1rap	interleukin 1 receptor accessory protein	-0.00145220670237201
ILMN_1243228	0.925593	0.776	-0.289659	-6.43528	-0.01514788	Il1rap	interleukin 1 receptor accessory protein	-0.00166836142978751
ILMN_1226428	0.967648	0.899	0.129514	-6.47015	0.0086201	Il1rap	interleukin 1 receptor accessory protein	0.000398596081290395
